PDS Client Code,Client Name,PDS Product Code,Cession ID#,Active To,To be uploaded,Status,PULLED 9/23,AVAILABLE UNDER NEW LOG IN,Future Development
PORC060302,"DJDF Reinsurance, Ltd. ",Equis_SC-PORC,,-,NO,,Y,,
PORC060302,"DJDF Reinsurance, Ltd. ",GAP_PORC,,-,NO,,Y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC140303,"DuhonRIC Reinsurance, Ltd. ",,,-,NO,,y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",GAP_PORC_A,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",GAP_PORC,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",GIP_PORC,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",PPM_PORC_A,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",PPM_PORC,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",VESC_SC-PORC_A,,-,NO,,Y,,
PORC110307,"El Dorado Satisfaction Reinsurance Co., Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC110387,"Equifirst Reinsurance, Ltd.",Etch_PORC_A,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",Etch_PORC,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",GAP_PORC_A,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",GAP_PORC,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",GIP_PORC,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",PPM_PORC_A,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",PPM_PORC,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",VESC_SC-PORC_A,,-,NO,,y,,
PORC110387,"Equifirst Reinsurance, Ltd.",VESC_SC-PORC,,-,NO,,y,,
PORC030403,"Equity Bay Reinsurance, Ltd. ",Etch_PORC,-,-,NO,,N,Y,
PORC030403,"Equity Bay Reinsurance, Ltd. ",LP_PORC,2909,,YES,,N,Y,
PORC030403,"Equity Bay Reinsurance, Ltd. ",PPM_PORC,,-,NO,,N,Y,
PORC030403,"Equity Bay Reinsurance, Ltd. ",VESC_LW-PORC,,-,NO,,N,Y,
PORC030403,"Equity Bay Reinsurance, Ltd. ",VESC_SC-PORC,2918,,YES,,N,Y,
PORC030403,"Equity Bay Reinsurance, Ltd. ",VscRefund_PORC,,-,NO,,N,Y,
PORC110513,"Equity Bay Reinsurance, Ltd. ",LP_PORC_A,2908,,YES,,Y,,
PORC110513,"Equity Bay Reinsurance, Ltd. ",PPM_PORC_A,,-,NO,,Y,,
PORC110513,"Equity Bay Reinsurance, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC110513,"Equity Bay Reinsurance, Ltd. ",VESC_SC-PORC_A,2915,,YES,,Y,,
PORC110513,"Equity Bay Reinsurance, Ltd. ",VESC_SC-PORC,2914,,YES,,Y,,
PORC110513,"Equity Bay Reinsurance, Ltd. ",VscRefund_PORC,,12/31/18,NO,,Y,,
PORC121202,"ER Investments Reinsurance, Ltd. ",LP_PORC_A,5312,,YES,,y,,
PORC121202,"ER Investments Reinsurance, Ltd. ",LP_PORC,5210,,YES,,y,,
PORC121202,"ER Investments Reinsurance, Ltd. ",VESC_SC-PORC_A,5313,,YES,,y,,
PORC121202,"ER Investments Reinsurance, Ltd. ",VESC_SC-PORC,3211,,YES,,y,,
PORC211206,"Evert Family Trust Reinsurance, Inc. ",Chemical_PORC_A,8288,,YES,Need to clear mapping,y,,
PORC211206,"Evert Family Trust Reinsurance, Inc. ",VESC_SC-PORC_A,8291,,YES,Need to clear mapping,y,,
PORC211212,"Evert Family Trust Reinsurance, Inc. ",Chemical_PORC_A,8289,,YES,Need to clear mapping,y,,
PORC211212,"Evert Family Trust Reinsurance, Inc. ",VESC_SC-PORC_A,8292,,YES,Need to clear mapping,y,,
PORC211206,"Evert Family Trust Reinsurance, Inc. ",GAP_PORC_A,8290,,YES,,y,,Equation included in Product Mapping
PORC090413,FCH Reinsurance Limited ,Etch_PORC,,-,NO,,N,,
PORC090413,FCH Reinsurance Limited ,PPM_PORC,,-,NO,,N,,
PORC090413,FCH Reinsurance Limited ,VESC_LW-PORC,,-,NO,,N,,
PORC090413,FCH Reinsurance Limited ,VESC_SC-PORC,,-,NO,,N,,
PORC090413,FCH Reinsurance Limited ,VscRefund_PORC,,-,NO,,N,,
PORC190101,"First Euro Group Reinsurance, Ltd. ",Etch_PORC_A,6805,,YES,,y,,
PORC190101,"First Euro Group Reinsurance, Ltd. ",VESC_CL-PORC_A,8079,,YES,,y,,
PORC190101,"First Euro Group Reinsurance, Ltd. ",VESC_PW-PORC_A,8551,,YES,,y,,
PORC190101,"First Euro Group Reinsurance, Ltd. ",VESC_SC-PORC_A,6806,,YES,,y,,
PORC170803,"First Vogler Reinsurance, Ltd. ",Chemical_PORC_A,5704,,YES,,y,,Equation included in Product Mapping
PORC170803,"First Vogler Reinsurance, Ltd. ",Etch_PORC_A,5701,,YES,,y,,
PORC170803,"First Vogler Reinsurance, Ltd. ",LP_PORC_A,5702,,YES,,y,,
PORC170803,"First Vogler Reinsurance, Ltd. ",VESC_CL-PORC_A,7428,,YES,,y,,
PORC170803,"First Vogler Reinsurance, Ltd. ",VESC_PW-PORC_A,8545,,YES,,y,,
PORC170803,"First Vogler Reinsurance, Ltd. ",VESC_SC-PORC_A,5703,,YES,,y,,
PORC210802,"FJMJ Reinsurance Co., Ltd. ",VESC_KR-PORC_A,8624,,YES,,y,,
PORC210802,"FJMJ Reinsurance Co., Ltd. ",EL_PORC_A,7963,,YES,,y,,Equation included in Product Mapping
PORC210802,"FJMJ Reinsurance Co., Ltd. ",VESC_PW-PORC_A,8552,,YES,,y,,Equation included in Product Mapping
PORC210802,"FJMJ Reinsurance Co., Ltd. ",VESC_SC-PORC_A,7961,,YES,,y,,
PORC110413,"Flatirons Reinsurance Co., Ltd.",GAP_PORC_A,,-,NO,,y,,
PORC110413,"Flatirons Reinsurance Co., Ltd.",GAP_PORC,,-,NO,,y,,
PORC110413,"Flatirons Reinsurance Co., Ltd.",GIP_PORC,,-,NO,,y,,
PORC110413,"Flatirons Reinsurance Co., Ltd.",PPM_PORC_A,,-,NO,,y,,Equation included in Product Mapping
PORC110413,"Flatirons Reinsurance Co., Ltd.",PPM_PORC,,-,NO,,y,,
PORC200901,"Four Ladies and An Ace Reinsurance, Ltd. ",VESC_CL-PORC_A,7974,,YES,,y,,
PORC200901,"Four Ladies and An Ace Reinsurance, Ltd. ",VESC_PW-PORC_A,8546,,YES,,y,,
PORC200901,"Four Ladies and An Ace Reinsurance, Ltd. ",VESC_SC-PORC_A,7972,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",VESC_HT-PORC_A,8599,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",VESC_PC-PORC_A,8600,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",Chemical_PORC_A,8053,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",VESC_CL-PORC_A,8051,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",VESC_PW-PORC_A,8553,,YES,,y,,
PORC210304,"Gemini Warranty Reinsurance, Ltd. ",VESC_SC-PORC_A,8050,,YES,,y,,
PORC110430,Gerard Jacob Reinsurance Limited ,Chemical_PORC,,12/30/19,NO,,y,,
PORC110430,Gerard Jacob Reinsurance Limited ,GAP_PORC_A,8468,,YES,,y,,
PORC110430,Gerard Jacob Reinsurance Limited ,VESC_SC-PORC,,10/30/20,NO,,y,,
PORC110430,Gerard Jacob Reinsurance Limited ,Chemical_PORC_A,6757,,YES,Need to clear mapping,y,,
PORC110430,Gerard Jacob Reinsurance Limited ,VESC_SC-PORC_A,6759,,YES,Need to clear mapping,y,,
PORC160201,Gerard Jacob Reinsurance Limited ,Chemical_PORC_A,6975,,YES,Need to clear mapping,y,,
PORC160201,Gerard Jacob Reinsurance Limited ,VESC_SC-PORC_A,6974,,YES,Need to clear mapping,y,,
PORC220401,"Gill Family Reinsurance, Inc. ",EL_PORC_A,8405,,YES,,Y,,
PORC220401,"Gill Family Reinsurance, Inc. ",GAP_PORC_A,8404,,YES,,Y,,
PORC220401,"Gill Family Reinsurance, Inc. ",VESC_CL-PORC_A,8403,,YES,,Y,,
PORC220401,"Gill Family Reinsurance, Inc. ",VESC_PW-PORC_A,8402,,YES,,Y,,
PORC220401,"Gill Family Reinsurance, Inc. ",VESC_SC-PORC_A,8406,,YES,,Y,,
PORC190401,"Gill Reinsurance, Ltd. ",EL_PORC_A,7902,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",Etch_PORC_A,6932,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",GAP_PORC_A,6933,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",VESC_CL-PORC_A,6931,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",VESC_PC-PORC_A,6934,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",VESC_PW-PORC_A,8422,,YES,,y,,
PORC190401,"Gill Reinsurance, Ltd. ",VESC_SC-PORC_A,7903,,YES,,y,,
PORC100505,"GJC2007 Reinsurance, Ltd.",GIP_PORC,,-,NO,,Y,,
PORC100505,"GJC2007 Reinsurance, Ltd.",LP_PORC,,-,NO,,Y,,
PORC191102,"Goldshark Reinsurance, Inc. ",VESC_SC-PORC_A,6926,,YES,,y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",Etch_PORC_A,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",Etch_PORC,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",GAP_PORC_A,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",GAP_PORC,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",GIP_PORC,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",LP_PORC,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",PPM-PORC_A ,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",PPM_PORC,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",VESC_SC-PORC_A,,-,NO,,Y,,
PORC110310,"Graff Satisfaction Reinsurance Co., Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",Chemical_PORC_A,2288,,YES,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",Chemical_PORC,,03/31/20,NO,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",Etch_PORC_A,2290,,YES,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",GAP_PORC_A,2293,,YES,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",GAP_PORC,,12/31/21,NO,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",PPM_PORC,,12/31/21,NO,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",VESC_PC-PORC,,-,NO,,Y,,
PORC110601,"Granite Partners Reinsurance Co., Ltd. ",VESC_SC-PORC,2300,,YES,,Y,,
PORC090604,"Great Western Reinsurance, Ltd. ",GAP_PORC,,-,NO,,N,,
PORC090604,"Great Western Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,N,,
PORC170401,"GTR Reinsurance, Ltd. ",GAP_PORC_A,5609,,YES,,y,,
PORC170401,"GTR Reinsurance, Ltd. ",TW_PORC_A,7839,,YES,,y,,
PORC170401,"GTR Reinsurance, Ltd. ",VESC_SC-PORC_A,5557,,YES,,y,,
PORC120102,H & D Reinsurance Limited ,VESC_SC-PORC_A,,12/31/22,NO,,y,,
PORC120102,H & D Reinsurance Limited ,VESC_SC-PORC,,12/31/21,NO,,y,,
PORC120402,"Hill Country Reinsurance Company, Ltd.",GAP_PORC_A,,-,NO,,y,,
PORC120402,"Hill Country Reinsurance Company, Ltd.",GAP_PORC,,-,NO,,y,,
PORC120402,"Hill Country Reinsurance Company, Ltd.",PPM_PORC_A,,-,NO,,y,,* For Annual… Can newer date automatically replace??
PORC120402,"Hill Country Reinsurance Company, Ltd.",PPM_PORC,,-,NO,,y,,
PORC100507,"Honda of Slidell Reinsurance, Ltd.",GIP_PORC,,-,NO,,Y,,
PORC190106,"Humbles Mile High Reinsurance, Ltd. ",Chemical_PORC_A,6947,,YES,,y,,
PORC190106,"Humbles Mile High Reinsurance, Ltd. ",TW_PORC_A,6948,,YES,,y,,
PORC190106,"Humbles Mile High Reinsurance, Ltd. ",VESC_SC-PORC_A,6949,,YES,,y,,
PORC031264,"I.B.R. Reins fka R2K Reinsurance, LTD. ",Equis_SC-PORC,,-,NO,,N,,
PORC060101,I.B.R. Reinsurance Company (AG) ,Equis_SFA,,-,NO,,N,,
PORC060101,I.B.R. Reinsurance Company (AG) ,Xtend_SFA,,05/31/19,NO,,N,,
PORC050505,"Independence Reinsurance Company, Ltd. ",EL_PORC,,-,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",Equis_SC-PORC,,-,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",LP_PORC,2972,,YES,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",TW_PORC,,-,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",VESC_LW-PORC,,-,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",VESC_SC-PORC,,12/31/21,NO,,Y,,
PORC050505,"Independence Reinsurance Company, Ltd. ",VscRefund_PORC,,10/31/20,NO,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",GAP_PORC_A,5314,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",LP_PORC_A,2971,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",LP_PORC,2969,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",PPM_PORC_A,6674,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",VESC_LW-PORC_A,,02/29/20,NO,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",VESC_SC-PORC_A,2982,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",VESC_SC-PORC,2981,,YES,,Y,,
PORC110345,"Independence Reinsurance Company, Ltd. ",VscRefund_PORC,,02/28/18,NO,,Y,,
PORC120902,"Independence Reinsurance Company, Ltd. ",PPM_SFA_A,,-,NO,,Y,,
PORC120902,"Independence Reinsurance Company, Ltd. ",PPM_SFA,,-,NO,,Y,,
PORC120902,"Independence Reinsurance Company, Ltd. ",VESC_LP-SFA,2970,,YES,,Y,,
PORC120902,"Independence Reinsurance Company, Ltd. (AG) ",PPM_SFA_A,,-,NO,,y,,
PORC120902,"Independence Reinsurance Company, Ltd. (AG) ",PPM_SFA,,-,NO,,y,,
PORC120902,"Independence Reinsurance Company, Ltd. (AG) ",VESC_LP-SFA,2970,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_HT-PORC_A,8628,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_KR-PORC_A,8627,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,Chemical_PORC_A,7882,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_CL-PORC_A,7883,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_PC-PORC_A,7885,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_PW-PORC_A,8554,,YES,,y,,
PORC200110,Ishmael Reinsurance Limited ,VESC_SC-PORC_A,7886,,YES,,y,,
PORC100504,"Jayhawk Reinsurance, Ltd.",GAP_PORC,,-,NO,,Y,,
PORC100504,"Jayhawk Reinsurance, Ltd.",GIP_PORC,,-,NO,,Y,,
PORC100504,"Jayhawk Reinsurance, Ltd.",LP_PORC,,-,NO,,Y,,
PORC100504,"Jayhawk Reinsurance, Ltd.",PPM_PORC,,-,NO,,Y,,
PORC100504,"Jayhawk Reinsurance, Ltd.",VscRefund_PORC,,-,NO,,Y,,
PORC150705,"JBBMEB Reinsurance, Ltd. ",GAP_PORC_A,,-,NO,,y,,
PORC110372,"JBC Reinsurance, Ltd. ",GAP_PORC_A,2987,,YES,,y,,
PORC110372,"JBC Reinsurance, Ltd. ",VESC_LW-PORC_A,,12/30/18,NO,,y,,
PORC110372,"JBC Reinsurance, Ltd. ",VESC_SC-PORC_A,2990,,YES,,y,,
PORC110372,"JBC Reinsurance, Ltd. ",VESC_SC-PORC,2989,,YES,,y,,
PORC170305,JCW McGhee Reinsurance Ltd. ,GAP_PORC_A,,-,NO,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",Chemical_PORC_A,5566,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",GAP_PORC_A,4760,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",LP_PORC_A,4764,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",PPM-PORC_A,5569,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",VESC_CL-PORC_A,6383,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",VESC_KR-PORC_A,5567,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",VESC_LD-PORC_A,5568,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",VESC_PC-PORC_A,5570,,YES,,y,,
PORC170102,"JD1 Reinsurance, Ltd. ",VESC_SC-PORC_A,4759,,YES,,y,,
PORC070309,"JGJGTG Reinsurance, Ltd. ",DIM_PORC,,-,NO,,Y,,
PORC070309,"JGJGTG Reinsurance, Ltd. ",VESC_SC-PORC,,-,NO,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",Chemical_PORC_A,3374,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",Chemical_PORC,,-,NO,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",EL_PORC_A,,-,NO,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",GAP_PORC_A,3376,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",GAP_PORC,,-,NO,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",LP_PORC_A,3378,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",PPM_PORC_A,3380,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",VESC_CL-PORC_A,6647,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",VESC_KR-PORC_A,3377,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",VESC_PC-PORC_A,3381,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",VESC_SC-PORC_A,3383,,YES,,Y,,
PORC110112,"JGJGTG Reinsurance, Ltd. ",VESC_SC-PORC,3382,,YES,,Y,,
PORC031236,Jill A. Green Reinsurance Co. LTD ,Equis_SC-PORC,,-,NO,,Y,,
PORC190707,"JLT Operating Reinsurance, Ltd. ",GAP_PORC_A,,-,NO,,y,,Equation included in Product Mapping
PORC190707,"JLT Operating Reinsurance, Ltd. ",VESC_SC-PORC_A,,-,NO,,y,,Equation included in Product Mapping
PORC160202,"JMBROK Reinsurance, Ltd. ",GAP_PORC_A,,-,NO,,y,,
PORC131203,"JMG Reinsurance, Ltd. ",LP_PORC_A,2710,,YES,,y,,
PORC131203,"JMG Reinsurance, Ltd. ",LP_PORC,2709,,YES,,y,,
PORC131203,"JMG Reinsurance, Ltd. ",VESC_LW-PORC_A,2711,,YES,,y,,
PORC140810,"JoseeRIC Reinsurance, Ltd. ",Chemical_PORC_A,,12/31/21,NO,,y,,
PORC140810,"JoseeRIC Reinsurance, Ltd. ",GAP_PORC_A,,12/31/21,NO,,y,,
PORC140810,"JoseeRIC Reinsurance, Ltd. ",PPM_PORC_A,,08/31/19,NO,,y,,
PORC110312,"Jupiter Employee Reinsurance Co., Ltd.",VESC_SC-PORC_A,,-,NO,,Y,,
PORC110312,"Jupiter Employee Reinsurance Co., Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC190503,"K. Peters Reinsurance, Ltd. ",GAP_PORC,,-,NO,,y,,
PORC190503,"K. Peters Reinsurance, Ltd. ",PPM-PORC_A,,-,NO,,y,,
PORC190503,"K. Peters Reinsurance, Ltd. ",GAP_PORC_A,,-,NO,,y,,
PORC190503,"K. Peters Reinsurance, Ltd. ",PPM_PORC_A,,-,NO,,y,,
PORC190503,"K. Peters Reinsurance, Ltd. ",VESC_SC-PORC_A,,-,NO,,y,,
PORC110416,"Katrina Reinsurance Co., Ltd.",GAP_PORC_A,,-,NO,,y,,
PORC110416,"Katrina Reinsurance Co., Ltd.",GAP_PORC,,-,NO,,y,,Equation included in Product Mapping
PORC110416,"Katrina Reinsurance Co., Ltd.",GIP_PORC,,-,NO,,y,,
PORC110416,"Katrina Reinsurance Co., Ltd.",PPM_PORC_A,,-,NO,,y,,
PORC110416,"Katrina Reinsurance Co., Ltd.",PPM_PORC,,-,NO,,y,,
PORC061003,"Katrina Reinsurance Co., Ltd. ",GAP_PORC,,-,NO,,Y,,
PORC061003,"Katrina Reinsurance Co., Ltd. ",GIP_PORC,,-,NO,,Y,,
PORC061003,"Katrina Reinsurance Co., Ltd. ",LP_PORC,,-,NO,,Y,,
PORC061003,"Katrina Reinsurance Co., Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC061003,"Katrina Reinsurance Co., Ltd. ",VscRefund_PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",Equis_SC-PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",Etch_PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",GIP_PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",PPM_PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",VESC_LW-PORC,,-,NO,,Y,,
PORC100509,"KCMB Reinsurance, Ltd.",VESC_SC-PORC,,-,NO,,Y,,
PORC171201,"Keith White Reinsurance, Ltd. ",Chemical_PORC_A,6364,,YES,,y,,
PORC171201,"Keith White Reinsurance, Ltd. ",LP_PORC_A,6363,,YES,,y,,
PORC171201,"Keith White Reinsurance, Ltd. ",VESC_PW-PORC_A,8555,,YES,,y,,
PORC110202,KWK Reinsurance Limited,Chemical_PORC_A,3403,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,Chemical_PORC,3402,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,EL_PORC_A,,-,NO,,Y,,
PORC110202,KWK Reinsurance Limited,Etch_PORC_A,,-,NO,,Y,,
PORC110202,KWK Reinsurance Limited,Etch_PORC,,-,NO,,Y,,
PORC110202,KWK Reinsurance Limited,GAP_PORC_A,3407,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,GAP_PORC,3406,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,LP_PORC_A,6405,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,PPM_PORC_A,,12/31/22,NO,,Y,,
PORC110202,KWK Reinsurance Limited,VESC_LW-PORC_A,,-,NO,,Y,,
PORC110202,KWK Reinsurance Limited,VESC_LW-PORC,,-,NO,,Y,,
PORC110202,KWK Reinsurance Limited,VESC_SC-PORC_A,3413,,YES,,Y,,
PORC110202,KWK Reinsurance Limited,VESC_SC-PORC,3412,,YES,,Y,,
PORC040205,KWK Reinsurance Limited ,DIM_PORC,,-,NO,,Y,,
PORC040205,KWK Reinsurance Limited ,VESC_SC-PORC,3414,,YES,,Y,,* For Annual… Can newer date automatically replace??
PORC110348,"Labrit Services Reinsurance, Ltd.",Chemical_PORC_A,,12/31/21,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",Chemical_PORC,,-,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",Etch_PORC_A,,12/31/21,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",GAP_PORC_A,4202,,YES,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",GAP_PORC,4201,,YES,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",LP_PORC_A,4205,,YES,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",LP_PORC,4204,,YES,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",PPM_PORC_A,,12/31/21,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",PPM_PORC,,-,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",VESC_PC-PORC_A,,12/31/21,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",VESC_PC-PORC,,12/31/19,NO,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",VESC_SC-PORC_A,4213,,YES,,y,,
PORC110348,"Labrit Services Reinsurance, Ltd.",VESC_SC-PORC,,12/31/21,NO,,y,,
PORC091101,"Labrit Services Reinsurance, Ltd. ",Chemical_PORC,,-,NO,,Y,,
PORC091101,"Labrit Services Reinsurance, Ltd. ",GAP_PORC,,05/31/19,NO,,Y,,
PORC091101,"Labrit Services Reinsurance, Ltd. ",LP_PORC,4206,,YES,,Y,,
PORC091101,"Labrit Services Reinsurance, Ltd. ",PPM_PORC,,-,NO,,Y,,
PORC091101,"Labrit Services Reinsurance, Ltd. ",VESC_SC-PORC,4214,,YES,,Y,,* Get 2021 statements
PORC111005,"Laria Management Reinsurance, Ltd. ",VESC_SC-PORC_A,3242,,YES,,N,,
PORC111005,"Laria Management Reinsurance, Ltd. ",VESC_SC-PORC,,12/31/21,NO,,N,,
PORC190705,"Laurel Automotive Reinsurance II, Ltd. ",EL_PORC_A,8541,,YES,,y,,
PORC190705,"Laurel Automotive Reinsurance II, Ltd. ",LP_PORC_A,6840,,YES,,y,,
PORC190705,"Laurel Automotive Reinsurance II, Ltd. ",VESC_SC-PORC_A,6841,,YES,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",LP_PORC_A,3244,,YES,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",LP_PORC,3243,,YES,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",PPM-PORC_A,,12/31/22,NO,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",PPM_PORC,,-,NO,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",VESC_LW-PORC_A,,-,NO,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",VESC_SC-PORC_A,3249,,YES,,y,,
PORC120109,"Laurel Automotive Reinsurance, Ltd. ",VESC_SC-PORC,3248,,YES,,y,,
PORC140804,"LeoneRIC Reinsurance, Ltd. ",Chemical_PORC_A,,-,NO,,y,,
